"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
333.26,0.522,0.5018,,0.02,0.01,,
343.24,0.65,0.5018,,0.02,0.01,,
353.24,0.795,0.5018,,0.02,0.01,,
363.31,0.962,0.5018,,0.02,0.01,,
373.28,1.148,0.5018,,0.02,0.01,,
383.25,1.353,0.5018,,0.02,0.01,,
393.31,1.581,0.5018,,0.02,0.01,,
403.36,1.832,0.5018,,0.02,0.01,,
413.34,2.102,0.5018,,0.02,0.01,,
423.34,2.394,0.5018,,0.02,0.01,,
433.33,2.711,0.5018,,0.02,0.01,,
443.37,3.055,0.5018,,0.02,0.01,,
453.3,3.419,0.5018,,0.02,0.01,,
463.31,3.807,0.5018,,0.02,0.01,,
473.28,4.215,0.5018,,0.02,0.01,,
483.26,4.619,0.5018,,0.02,0.01,,
488.24,4.8,0.5018,,0.02,0.01,,
493.28,4.937,0.5018,,0.02,0.01,,
496.24,4.975,0.5018,,0.02,0.01,,
497.24,4.981,0.5018,,0.02,0.01,,
