"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
40,68.9,0.063,0.1979,+-0.03,+-0.05,,
40,80.9,0.1397,0.3724,+-0.03,+-0.05,,
40,94.3,0.2236,0.5118,+-0.03,+-0.05,,
40,101.3,0.2731,0.5755,+-0.03,+-0.05,,
40,110.8,0.3342,0.6443,+-0.03,+-0.05,,
40,120.8,0.3995,0.7051,+-0.03,+-0.05,,
40,131.9,0.4719,0.7618,+-0.03,+-0.05,,
40,136.1,0.4897,0.7744,+-0.03,+-0.05,,
40,141.2,0.5352,0.8033,+-0.03,+-0.05,,
40,144.3,0.5498,0.8129,+-0.03,+-0.05,,
40,149.3,0.5731,0.8276,+-0.03,+-0.05,,
40,151.6,0.6059,0.8441,+-0.03,+-0.05,,
40,159.5,0.6428,0.8626,+-0.03,+-0.05,,
40,161.2,0.6664,0.8751,+-0.03,+-0.05,,
40,169.8,0.7224,0.9011,+-0.03,+-0.05,,
40,172.5,0.7299,0.9052,+-0.03,+-0.05,,
40,179.3,0.7858,0.9273,+-0.03,+-0.05,,
40,187.2,0.8265,0.9429,+-0.03,+-0.05,,
40,193.1,0.8772,0.9611,+-0.03,+-0.05,,
40,197.6,0.9032,0.9698,+-0.03,+-0.05,,
40,197.7,0.8956,0.9677,+-0.03,+-0.05,,
