"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
422.46,1.359,0.049,,+-0.05,+-0.01,0.001,
432.25,1.714,0.049,,+-0.05,+-0.01,0.001,
442.05,2.119,0.049,,+-0.05,+-0.01,0.001,
451.79,2.6,0.049,,+-0.05,+-0.01,0.001,
461.65,3.169,0.049,,+-0.05,+-0.01,0.001,
472.95,3.929,0.049,,+-0.05,+-0.01,0.001,
482.8,4.717,0.049,,+-0.05,+-0.01,0.001,
492.46,5.587,0.049,,+-0.05,+-0.01,0.001,
501.97,6.568,0.049,,+-0.05,+-0.01,0.001,
508.79,7.356,0.049,,+-0.05,+-0.01,0.001,
509.74,7.471,0.049,,+-0.05,+-0.01,0.001,
510.68,7.586,0.049,,+-0.05,+-0.01,0.001,
511.1,7.62,0.049,,+-0.05,+-0.01,0.001,
