"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
73.99,760,0.02,0.175,+-0.05,,+-0.2,+-0.2
69.08,760,0.03,0.302,+-0.05,,+-0.2,+-0.2
66.94,760,0.065,0.358,+-0.05,,+-0.2,+-0.2
66.08,760,0.081,0.363,+-0.05,,+-0.2,+-0.2
66.37,760,0.086,0.365,+-0.05,,+-0.2,+-0.2
65.59,760,0.125,0.388,+-0.05,,+-0.2,+-0.2
65.23,760,0.151,0.396,+-0.05,,+-0.2,+-0.2
65.12,760,0.206,0.408,+-0.05,,+-0.2,+-0.2
64.93,760,0.258,0.415,+-0.05,,+-0.2,+-0.2
64.87,760,0.283,0.418,+-0.05,,+-0.2,+-0.2
64.84,760,0.315,0.426,+-0.05,,+-0.2,+-0.2
64.78,760,0.366,0.43,+-0.05,,+-0.2,+-0.2
64.77,760,0.403,0.431,+-0.05,,+-0.2,+-0.2
64.77,760,0.431,0.431,+-0.05,,+-0.2,+-0.2
64.78,760,0.444,0.438,+-0.05,,+-0.2,+-0.2
64.81,760,0.5,0.443,+-0.05,,+-0.2,+-0.2
64.88,760,0.557,0.455,+-0.05,,+-0.2,+-0.2
65.01,760,0.613,0.46,+-0.05,,+-0.2,+-0.2
64.99,760,0.621,0.458,+-0.05,,+-0.2,+-0.2
65.25,760,0.678,0.475,+-0.05,,+-0.2,+-0.2
65.56,760,0.738,0.505,+-0.05,,+-0.2,+-0.2
66.03,760,0.763,0.496,+-0.05,,+-0.2,+-0.2
65.93,760,0.776,0.515,+-0.05,,+-0.2,+-0.2
66.4,760,0.781,0.498,+-0.05,,+-0.2,+-0.2
66.9,760,0.809,0.545,+-0.05,,+-0.2,+-0.2
67.26,760,0.833,0.578,+-0.05,,+-0.2,+-0.2
67.98,760,0.853,0.595,+-0.05,,+-0.2,+-0.2
68.86,760,0.881,0.623,+-0.05,,+-0.2,+-0.2
69.44,760,0.898,0.653,+-0.05,,+-0.2,+-0.2
70.11,760,0.909,0.678,+-0.05,,+-0.2,+-0.2
71.42,760,0.929,0.725,+-0.05,,+-0.2,+-0.2
72.48,760,0.951,0.778,+-0.05,,+-0.2,+-0.2
