"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
10.0,50.0,0.028,0.115,+-0.01,+-0.2,,
10.0,60.0,0.04,0.161,+-0.01,+-0.2,,
10.0,70.0,0.071,0.218,+-0.01,+-0.2,,
10.0,80.0,0.087,0.263,+-0.01,+-0.3,,
10.0,90.0,0.115,0.294,+-0.01,+-0.3,,
10.0,100.0,0.187,0.263,+-0.01,+-0.3,,
