"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
344.19,75.7,0.0,0.0,0.02,+-1%,+-1%,+-1%
344.19,94.6,0.095,0.256,0.02,+-1%,+-1%,+-1%
344.19,106.3,0.191,0.411,0.02,+-1%,+-1%,+-1%
344.19,118.8,0.293,0.524,0.02,+-1%,+-1%,+-1%
344.19,130.0,0.388,0.603,0.02,+-1%,+-1%,+-1%
344.19,138.1,0.489,0.673,0.02,+-1%,+-1%,+-1%
344.19,144.1,0.592,0.737,0.02,+-1%,+-1%,+-1%
344.19,150.4,0.695,0.797,0.02,+-1%,+-1%,+-1%
344.19,157.0,0.795,0.854,0.02,+-1%,+-1%,+-1%
344.19,161.4,0.89,0.917,0.02,+-1%,+-1%,+-1%
344.19,164.3,1.0,1.0,0.02,+-1%,+-1%,+-1%
