"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
278.23,2.737,0.7002,,0.02,0.005,0.001,0.001
283.22,2.977,0.7002,,0.02,0.005,0.001,0.001
293.3,3.482,0.7002,,0.02,0.005,0.001,0.001
303.18,3.967,0.7002,,0.02,0.005,0.001,0.001
313.19,4.427,0.7002,,0.02,0.005,0.001,0.001
323.32,4.902,0.7002,,0.02,0.005,0.001,0.001
333.14,5.322,0.7002,,0.02,0.005,0.001,0.001
343.25,5.732,0.7002,,0.02,0.005,0.001,0.001
353.31,6.097,0.7002,,0.02,0.005,0.001,0.001
363.79,6.472,0.7002,,0.02,0.005,0.001,0.001
373.75,6.782,0.7002,,0.02,0.005,0.001,0.001
383.79,7.102,0.7002,,0.02,0.005,0.001,0.001
403.77,7.648,0.7002,,0.02,0.005,0.001,0.001
413.02,7.898,0.7002,,0.02,0.005,0.001,0.001
423.3,8.138,0.7002,,0.02,0.005,0.001,0.001
433.34,8.383,0.7002,,0.02,0.005,0.001,0.001
443.4,8.618,0.7002,,0.02,0.005,0.001,0.001
453.36,8.808,0.7002,,0.02,0.005,0.001,0.001
463.51,8.983,0.7002,,0.02,0.005,0.001,0.001
473.25,9.098,0.7002,,0.02,0.005,0.001,0.001
483.2,9.143,0.7002,,0.02,0.005,0.001,0.001
498.08,8.739,0.7002,,0.02,0.005,0.001,0.001
504.23,8.111,0.7002,,0.02,0.005,0.001,0.001
504.97,8.026,0.7002,,0.02,0.005,0.001,0.001
