"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
45,75.4,0.0,0.0,,,,
45,82.2,0.005,0.119,,,,
45,94.0,0.01,0.204,,,,
45,101.8,0.015,0.268,,,,
45,108.8,0.02,0.318,,,,
45,130.1,0.04,0.438,,,,
45,143.9,0.06,0.497,,,,
45,153.15,0.08,0.532,,,,
45,159.6,0.1,0.555,,,,
45,169.55,0.15,0.588,,,,
45,175.7,0.2,0.608,,,,
45,183.1,0.3,0.634,,,,
45,187.8,0.4,0.653,,,,
45,191.3,0.5,0.672,,,,
45,193.65,0.6,0.693,,,,
45,194.9,0.7,0.719,,,,
45,194.3,0.8,0.761,,,,
45,192.55,0.85,0.794,,,,
45,189.1,0.9,0.838,,,,
45,183.0,0.95,0.902,,,,
45,172.95,1.0,1.0,,,,
