"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
70,260.3,1.0,1.0,+-0.02,+-0.1,,
70,259.5,0.9745,0.9908,+-0.02,+-0.1,,
70,245.7,0.9362,0.9744,+-0.02,+-0.1,,
70,245.2,0.9004,0.9544,+-0.02,+-0.1,,
70,242.1,0.8823,0.9439,+-0.02,+-0.1,,
70,232.2,0.8196,0.9041,+-0.02,+-0.1,,
70,216.6,0.6876,0.8125,+-0.02,+-0.1,,
70,211.3,0.6469,0.7825,+-0.02,+-0.1,,
70,203.5,0.5629,0.7095,+-0.02,+-0.1,,
70,194.2,0.4992,0.6549,+-0.02,+-0.1,,
70,178.1,0.3824,0.511,+-0.02,+-0.1,,
70,173.8,0.3234,0.4502,+-0.02,+-0.1,,
70,166.9,0.2522,0.3535,+-0.02,+-0.1,,
70,160.1,0.1895,0.2707,+-0.02,+-0.1,,
70,152.9,0.1244,0.1992,+-0.02,+-0.1,,
70,144.6,0.0444,0.0687,+-0.02,+-0.1,,
70,138.2,0.0,0.0,+-0.02,+-0.1,,
