"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
250,592,0.009,0.044,,,,
250,665,0.034,0.135,,,,
250,718,0.063,0.206,,,,
250,764,0.098,0.264,,,,
250,795,0.135,0.306,,,,
250,827,0.172,0.34,,,,
250,858,0.223,0.376,,,,
250,892,0.285,0.417,,,,
250,910,0.339,0.446,,,,
250,940,0.402,0.487,,,,
250,965,0.463,0.53,,,,
250,1003,0.565,0.605,,,,
250,1032,0.673,0.69,,,,
250,1038,0.702,0.715,,,,
250,1037,0.705,0.715,,,,
250,1040,0.737,0.74,,,,
250,1040,0.756,0.756,,,,
250,1040,0.79,0.79,,,,
