"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
143.3,760,0.02,0.046,+-0.05,+-1,,
142.8,760,0.028,0.063,+-0.05,+-1,,
142.75,760,0.034,0.074,+-0.05,+-1,,
141.15,760,0.084,0.162,+-0.05,+-1,,
140.85,760,0.099,0.184,+-0.05,+-1,,
140.4,760,0.12,0.212,+-0.05,+-1,,
140.25,760,0.129,0.224,+-0.05,+-1,,
140.05,760,0.138,0.234,+-0.05,+-1,,
139.65,760,0.162,0.261,+-0.05,+-1,,
139.3,760,0.172,0.271,+-0.05,+-1,,
138.0,760,0.283,0.368,+-0.05,+-1,,
137.35,760,0.343,0.406,+-0.05,+-1,,
137.2,760,0.368,0.426,+-0.05,+-1,,
136.8,760,0.42,0.458,+-0.05,+-1,,
136.45,760,0.52,0.52,+-0.05,+-1,,
136.7,760,0.635,0.6,+-0.05,+-1,,
137.05,760,0.692,0.651,+-0.05,+-1,,
138.15,760,0.817,0.779,+-0.05,+-1,,
139.95,760,0.947,0.931,+-0.05,+-1,,
