"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
80.5,760,0.065,0.146,+-0.1,+-0.1,+-0.0005,+-0.0005
80.0,760,0.0825,0.17,+-0.1,+-0.1,+-0.0005,+-0.0005
78.8,760,0.12,0.237,+-0.1,+-0.1,+-0.0005,+-0.0005
77.6,760,0.173,0.298,+-0.1,+-0.1,+-0.0005,+-0.0005
77.0,760,0.215,0.334,+-0.1,+-0.1,+-0.0005,+-0.0005
76.4,760,0.2615,0.375,+-0.1,+-0.1,+-0.0005,+-0.0005
75.9,760,0.319,0.408,+-0.1,+-0.1,+-0.0005,+-0.0005
75.6,760,0.361,0.436,+-0.1,+-0.1,+-0.0005,+-0.0005
75.2,760,0.4295,0.476,+-0.1,+-0.1,+-0.0005,+-0.0005
75.1,760,0.517,0.525,+-0.1,+-0.1,+-0.0005,+-0.0005
75.1,760,0.5245,0.53,+-0.1,+-0.1,+-0.0005,+-0.0005
75.1,760,0.561,0.551,+-0.1,+-0.1,+-0.0005,+-0.0005
75.2,760,0.5975,0.571,+-0.1,+-0.1,+-0.0005,+-0.0005
75.7,760,0.729,0.656,+-0.1,+-0.1,+-0.0005,+-0.0005
76.6,760,0.82,0.735,+-0.1,+-0.1,+-0.0005,+-0.0005
77.5,760,0.88,0.798,+-0.1,+-0.1,+-0.0005,+-0.0005
79.3,760,0.955,0.915,+-0.1,+-0.1,+-0.0005,+-0.0005
