"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
30.0,615.58,0.0,0.0,+-0.002,0.02%,,
30.0,600.28,0.1,0.00859,+-0.002,0.02%,,
30.0,587.06,0.2,0.01004,+-0.002,0.02%,,
30.0,572.82,0.3,0.01108,+-0.002,0.02%,,
30.0,556.3,0.4,0.01202,+-0.002,0.02%,,
30.0,533.69,0.5,0.01314,+-0.002,0.02%,,
30.0,499.99,0.6,0.01474,+-0.002,0.02%,,
30.0,445.88,0.7,0.01746,+-0.002,0.02%,,
30.0,358.55,0.8,0.02313,+-0.002,0.02%,,
30.0,297.2,0.85,0.02887,+-0.002,0.02%,,
30.0,221.17,0.9,0.0402,+-0.002,0.02%,,
30.0,127.03,0.95,0.07258,+-0.002,0.02%,,
30.0,59.7,0.98,0.15795,+-0.002,0.02%,,
30.0,35.19,0.99,0.27001,+-0.002,0.02%,,
30.0,9.57,1.0,1.0,+-0.002,0.02%,,
