"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
170.4,250,0.947,0.931,+-0.3,,,
169.7,250,0.903,0.884,+-0.3,,,
168.6,250,0.809,0.784,+-0.3,,,
168.4,250,0.722,0.731,+-0.3,,,
168.8,250,0.608,0.666,+-0.3,,,
170.3,250,0.494,0.612,+-0.3,,,
170.6,250,0.391,0.58,+-0.3,,,
172.2,250,0.274,0.551,+-0.3,,,
174.0,250,0.176,0.505,+-0.3,,,
178.6,250,0.087,0.423,+-0.3,,,
185.1,250,0.044,0.335,+-0.3,,,
193.4,250,0.016,0.206,+-0.3,,,
