"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
120.0,47.7,0.834,,+-0.1,+-0.3,,
120.0,67.2,0.677,,+-0.1,+-0.3,,
120.0,76.9,0.604,,+-0.1,+-0.3,,
120.0,78.5,0.596,,+-0.1,+-0.3,,
120.0,91.4,0.538,,+-0.1,+-0.3,,
120.0,103.1,0.427,,+-0.1,+-0.3,,
120.0,114.7,0.322,,+-0.1,+-0.3,,
120.0,122.0,0.219,,+-0.1,+-0.3,,
120.0,118.1,,0.194,+-0.1,+-0.3,,
120.0,100.3,,0.142,+-0.1,+-0.3,,
