"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
348.15,3.06,0.0,0.0,,,,
348.15,5.22,0.0652,0.453,,,,
348.15,5.76,0.0804,0.513,,,,
348.15,7.18,0.1183,0.626,,,,
348.15,8.09,0.1428,0.678,,,,
348.15,9.58,0.1816,0.741,,,,
348.15,10.45,0.2045,0.77,,,,
348.15,11.5,0.2327,0.798,,,,
348.15,14.11,0.3061,0.851,,,,
348.15,18.13,0.4482,0.903,,,,
348.15,19.74,0.5273,0.919,,,,
348.15,20.59,0.579,0.927,,,,
348.15,22.47,0.7365,0.946,,,,
348.15,23.85,0.866,0.963,,,,
348.15,24.25,0.9008,0.969,,,,
348.15,24.77,0.941,0.979,,,,
348.15,25.25,0.9764,0.99,,,,
348.15,25.6,1.0,1.0,,,,
