"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
323.15,54.468,0.101,0.0408,,+-0.03,+-0.0005,+-0.0005
323.15,53.937,0.1558,0.0453,,+-0.03,+-0.0005,+-0.0005
323.15,53.247,0.2219,0.0495,,+-0.03,+-0.0005,+-0.0005
323.15,52.289,0.2988,0.0538,,+-0.03,+-0.0005,+-0.0005
323.15,51.732,0.3286,0.0554,,+-0.03,+-0.0005,+-0.0005
323.15,50.616,0.4049,0.0596,,+-0.03,+-0.0005,+-0.0005
323.15,50.204,0.4211,0.0605,,+-0.03,+-0.0005,+-0.0005
323.15,49.38,0.4602,0.063,,+-0.03,+-0.0005,+-0.0005
323.15,47.839,0.5253,0.0678,,+-0.03,+-0.0005,+-0.0005
323.15,45.368,0.5991,0.0748,,+-0.03,+-0.0005,+-0.0005
323.15,42.817,0.6542,0.0819,,+-0.03,+-0.0005,+-0.0005
323.15,42.579,0.6602,0.0828,,+-0.03,+-0.0005,+-0.0005
323.15,37.437,0.7436,0.0997,,+-0.03,+-0.0005,+-0.0005
323.15,21.149,0.9033,0.2012,,+-0.03,+-0.0005,+-0.0005
