"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
131.1,150,0.031,0.245,,,,
126.4,150,0.051,0.355,,,,
120.1,150,0.094,0.513,,,,
116.5,150,0.117,0.59,,,,
117.8,150,0.121,0.59,,,,
110.3,150,0.185,0.722,,,,
105.5,150,0.242,0.791,,,,
99.1,150,0.307,0.852,,,,
97.6,150,0.334,0.872,,,,
94.8,150,0.412,0.915,,,,
84.5,150,0.511,0.955,,,,
78.7,150,0.602,0.975,,,,
74.4,150,0.672,0.985,,,,
71.9,150,0.723,0.99,,,,
69.9,150,0.752,0.992,,,,
68.0,150,0.772,0.995,,,,
66.4,150,0.814,0.997,,,,
63.0,150,0.907,0.999,,,,
