"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
25,151.9,0.0,,+-0.01,,,
25,183.2,0.025,,+-0.01,,,
25,185.7,0.05,,+-0.01,,,
25,188.9,0.097,,+-0.01,,,
25,189.9,0.139,,+-0.01,,,
25,190.2,0.197,,+-0.01,,,
25,190.2,0.247,,+-0.01,,,
25,190.2,0.307,,+-0.01,,,
25,189.9,0.358,,+-0.01,,,
25,189.8,0.421,,+-0.01,,,
25,190.2,0.44,,+-0.01,,,
25,188.9,0.473,,+-0.01,,,
25,188.9,0.516,,+-0.01,,,
25,188.4,0.518,,+-0.01,,,
25,188.8,0.553,,+-0.01,,,
25,187.1,0.629,,+-0.01,,,
25,185.6,0.667,,+-0.01,,,
25,183.5,0.71,,+-0.01,,,
25,179.5,0.76,,+-0.01,,,
25,175.1,0.797,,+-0.01,,,
25,168.0,0.838,,+-0.01,,,
25,156.1,0.884,,+-0.01,,,
25,145.9,0.908,,+-0.01,,,
25,132.3,0.932,,+-0.01,,,
25,112.8,0.958,,+-0.01,,,
25,82.3,0.986,,+-0.01,,,
25,59.0,1.0,,+-0.01,,,
