"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
403.05,101.32,0.0221,0.1409,+-0.05,+-0.02,,
399.35,101.32,0.0418,0.2298,+-0.05,+-0.02,,
396.15,101.32,0.0579,0.2955,+-0.05,+-0.02,,
393.65,101.32,0.0739,0.3493,+-0.05,+-0.02,,
392.75,101.32,0.0803,0.3657,+-0.05,+-0.02,,
391.05,101.32,0.091,0.4026,+-0.05,+-0.02,,
390.45,101.32,0.1026,0.4147,+-0.05,+-0.02,,
388.85,101.32,0.118,0.4494,+-0.05,+-0.02,,
386.75,101.32,0.1358,0.4927,+-0.05,+-0.02,,
384.65,101.32,0.1554,0.5356,+-0.05,+-0.02,,
384.25,101.32,0.1707,0.5437,+-0.05,+-0.02,,
382.35,101.32,0.1939,0.5815,+-0.05,+-0.02,,
379.85,101.32,0.2277,0.6259,+-0.05,+-0.02,,
377.55,101.32,0.2683,0.6675,+-0.05,+-0.02,,
374.55,101.32,0.3149,0.7167,+-0.05,+-0.02,,
372.35,101.32,0.3658,0.7525,+-0.05,+-0.02,,
369.35,101.32,0.4282,0.7959,+-0.05,+-0.02,,
366.35,101.32,0.4853,0.833,+-0.05,+-0.02,,
364.05,101.32,0.5398,0.8603,+-0.05,+-0.02,,
361.35,101.32,0.6061,0.8886,+-0.05,+-0.02,,
359.25,101.32,0.6647,0.9121,+-0.05,+-0.02,,
357.35,101.32,0.7336,0.9315,+-0.05,+-0.02,,
355.35,101.32,0.8054,0.9515,+-0.05,+-0.02,,
353.85,101.32,0.8601,0.9646,+-0.05,+-0.02,,
352.65,101.32,0.9043,0.9742,+-0.05,+-0.02,,
351.95,101.32,0.9369,0.9824,+-0.05,+-0.02,,
351.45,101.32,0.9666,0.9874,+-0.05,+-0.02,,
