"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
-16.5,10.3,0.075,0.927,+-1.0,+-0.2,+-0.003,+-0.005
16.0,10.0,0.048,0.795,+-1.0,+-0.2,+-0.003,+-0.005
38.0,10.3,0.03,0.582,+-1.0,+-0.2,+-0.003,+-0.005
