"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
50,500,0.045,0.415,+- 0.05,+- 3,,
50,600,0.064,0.456,+- 0.05,+- 3,,
50,750,,0.514,+- 0.05,+- 3,,
50,800,0.107,,+- 0.05,+- 3,,
50,1000,0.153,0.561,+- 0.05,+- 3,,
50,1200,0.2,0.584,+- 0.05,+- 3,,
50,1500,,0.568,+- 0.05,+- 3,,
50,1600,0.323,0.521,+- 0.05,+- 3,,
50,1700,0.354,0.377,+- 0.05,+- 3,,
