"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
353.75,101.0,0.0,0.0,+-0.1,+-0.1,+-0.001,+-0.001
352.02,101.0,0.0796,0.1212,+-0.1,+-0.1,+-0.001,+-0.001
351.3,101.0,0.125,0.183,+-0.1,+-0.1,+-0.001,+-0.001
350.51,101.0,0.1806,0.2519,+-0.1,+-0.1,+-0.001,+-0.001
350.0,101.0,0.2165,0.293,+-0.1,+-0.1,+-0.001,+-0.001
349.44,101.0,0.2592,0.3413,+-0.1,+-0.1,+-0.001,+-0.001
349.0,101.0,0.2939,0.3792,+-0.1,+-0.1,+-0.001,+-0.001
348.44,101.0,0.3352,0.4238,+-0.1,+-0.1,+-0.001,+-0.001
347.86,101.0,0.3786,0.4693,+-0.1,+-0.1,+-0.001,+-0.001
347.38,101.0,0.4163,0.5071,+-0.1,+-0.1,+-0.001,+-0.001
346.73,101.0,0.4672,0.5563,+-0.1,+-0.1,+-0.001,+-0.001
346.26,101.0,0.5066,0.5921,+-0.1,+-0.1,+-0.001,+-0.001
345.41,101.0,0.5926,0.6728,+-0.1,+-0.1,+-0.001,+-0.001
344.26,101.0,0.6943,0.7607,+-0.1,+-0.1,+-0.001,+-0.001
343.6,101.0,0.7618,0.814,+-0.1,+-0.1,+-0.001,+-0.001
342.21,101.0,0.907,0.9313,+-0.1,+-0.1,+-0.001,+-0.001
341.79,101.0,1.0,1.0,+-0.1,+-0.1,+-0.001,+-0.001
