"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
348.15,45.791,0.0,,,,,
348.15,44.84,0.0468,0.0269,,,,
348.15,44.332,0.0727,0.0405,,,,
348.15,43.508,0.1112,0.061,,,,
348.15,42.838,0.1437,0.0773,,,,
348.15,42.089,0.179,0.096,,,,
348.15,41.259,0.2179,0.1158,,,,
348.15,40.605,0.2467,0.1309,,,,
348.15,39.981,0.2766,0.1451,,,,
348.15,39.403,0.3025,0.1584,,,,
348.15,38.935,0.3233,0.1693,,,,
348.15,38.526,0.3406,0.1784,,,,
348.15,38.139,0.3582,0.1877,,,,
348.15,37.813,0.3725,0.1939,,,,
348.15,37.296,0.3944,0.2064,,,,
348.15,36.625,0.4221,0.2217,,,,
348.15,36.564,0.4246,0.2232,,,,
348.15,36.053,0.4456,0.2349,,,,
348.15,35.017,0.4871,0.2587,,,,
348.15,34.031,0.5255,0.2813,,,,
348.15,32.921,0.5669,0.3092,,,,
348.15,31.409,0.6207,0.3464,,,,
348.15,30.074,0.6646,0.3815,,,,
348.15,29.334,0.6872,0.4019,,,,
348.15,28.432,0.7164,0.4299,,,,
348.15,27.611,0.7403,0.4535,,,,
348.15,26.196,0.7809,0.5001,,,,
348.15,25.046,0.8106,0.5393,,,,
348.15,24.142,0.8336,0.5733,,,,
348.15,23.002,0.8614,0.6184,,,,
348.15,21.966,0.8854,0.663,,,,
348.15,20.446,0.9188,0.7363,,,,
348.15,19.84,0.9316,0.7691,,,,
348.15,18.208,0.9654,0.8658,,,,
348.15,16.653,0.9939,0.974,,,,
348.15,16.311,1.0,,,,,
