"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
390.81,101.32,0.0,0.0,+-0.01,+-0.02,+-0.01,+-0.01
383.97,101.32,0.0659,0.2412,+-0.01,+-0.02,+-0.01,+-0.01
382.06,101.32,0.0911,0.3124,+-0.01,+-0.02,+-0.01,+-0.01
378.99,101.32,0.1306,0.4021,+-0.01,+-0.02,+-0.01,+-0.01
373.2,101.32,0.236,0.5643,+-0.01,+-0.02,+-0.01,+-0.01
370.35,101.32,0.3032,0.6357,+-0.01,+-0.02,+-0.01,+-0.01
369.21,101.32,0.3313,0.6617,+-0.01,+-0.02,+-0.01,+-0.01
368.11,101.32,0.3621,0.6865,+-0.01,+-0.02,+-0.01,+-0.01
367.1,101.32,0.3873,0.7059,+-0.01,+-0.02,+-0.01,+-0.01
365.97,101.32,0.4176,0.7284,+-0.01,+-0.02,+-0.01,+-0.01
363.77,101.32,0.4906,0.7726,+-0.01,+-0.02,+-0.01,+-0.01
362.75,101.32,0.5293,0.7931,+-0.01,+-0.02,+-0.01,+-0.01
361.85,101.32,0.5644,0.8104,+-0.01,+-0.02,+-0.01,+-0.01
360.85,101.32,0.609,0.8306,+-0.01,+-0.02,+-0.01,+-0.01
359.97,101.32,0.6465,0.8443,+-0.01,+-0.02,+-0.01,+-0.01
359.18,101.32,0.6842,0.8587,+-0.01,+-0.02,+-0.01,+-0.01
358.31,101.32,0.721,0.8719,+-0.01,+-0.02,+-0.01,+-0.01
357.76,101.32,0.7524,0.8843,+-0.01,+-0.02,+-0.01,+-0.01
357.21,101.32,0.7809,0.8939,+-0.01,+-0.02,+-0.01,+-0.01
356.73,101.32,0.8078,0.9036,+-0.01,+-0.02,+-0.01,+-0.01
356.19,101.32,0.8382,0.9127,+-0.01,+-0.02,+-0.01,+-0.01
355.5,101.32,0.8702,0.9257,+-0.01,+-0.02,+-0.01,+-0.01
354.99,101.32,0.9,0.9389,+-0.01,+-0.02,+-0.01,+-0.01
353.79,101.32,1.0,1.0,+-0.01,+-0.02,+-0.01,+-0.01
