"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
303.12,1.16,0.0978,0.9845,0.015,,0.0005,0.0005
303.12,1.64,0.1353,0.9858,0.015,,0.0005,0.0005
303.12,2.43,0.2075,0.988,0.015,,0.0005,0.0005
303.12,2.91,0.2746,0.9896,0.015,,0.0005,0.0005
303.12,3.89,0.3641,0.991,0.015,,0.0005,0.0005
303.12,4.25,0.4158,0.9917,0.015,,0.0005,0.0005
303.12,4.95,0.4916,0.9913,0.015,,0.0005,0.0005
303.12,5.58,0.5798,0.9903,0.015,,0.0005,0.0005
303.12,5.93,0.6499,0.9885,0.015,,0.0005,0.0005
303.12,6.27,0.7893,0.9843,0.015,,0.0005,0.0005
303.12,6.48,0.8486,0.9829,0.015,,0.0005,0.0005
