"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
70.1,3.964,0.2699,0.9967,+-0.3,+-0.007,+-0.002,+-0.00015
70.1,6.026,0.4001,0.9962,+-0.3,+-0.007,+-0.002,+-0.00015
70.1,7.515,0.4949,0.9952,+-0.3,+-0.007,+-0.002,+-0.00015
70.1,9.142,0.601,0.9931,+-0.3,+-0.007,+-0.002,+-0.00015
70.1,10.618,0.7067,0.9883,+-0.3,+-0.007,+-0.002,+-0.00015
70.1,12.066,0.8359,0.9724,+-0.3,+-0.007,+-0.002,+-0.00015
