"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
121.3,500,0.0,0.0,0.1,0.5,0.001,0.001
119.0,500,0.095,0.148,0.1,0.5,0.001,0.001
117.5,500,0.206,0.293,0.1,0.5,0.001,0.001
116.1,500,0.314,0.41,0.1,0.5,0.001,0.001
115.0,500,0.418,0.502,0.1,0.5,0.001,0.001
114.0,500,0.52,0.598,0.1,0.5,0.001,0.001
113.1,500,0.624,0.682,0.1,0.5,0.001,0.001
112.5,500,0.724,0.767,0.1,0.5,0.001,0.001
112.0,500,0.821,0.846,0.1,0.5,0.001,0.001
111.5,500,0.909,0.92,0.1,0.5,0.001,0.001
111.2,500,1.0,1.0,0.1,0.5,0.001,0.001
