"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
389.13,70.0,1.0,1.0,0.02,0.02,0.002,0.003
384.32,70.0,0.9236,0.7861,0.02,0.02,0.002,0.003
377.75,70.0,0.8102,0.5646,0.02,0.02,0.002,0.003
373.95,70.0,0.7252,0.4409,0.02,0.02,0.002,0.003
369.93,70.0,0.6298,0.3292,0.02,0.02,0.002,0.003
365.95,70.0,0.5345,0.238,0.02,0.02,0.002,0.003
361.9,70.0,0.4281,0.1549,0.02,0.02,0.002,0.003
357.92,70.0,0.3241,0.091,0.02,0.02,0.002,0.003
357.92,70.0,0.2678,0.0634,0.02,0.02,0.002,0.003
352.98,70.0,0.1959,0.0356,0.02,0.02,0.002,0.003
350.08,70.0,0.1204,0.0153,0.02,0.02,0.002,0.003
348.32,70.0,0.0659,0.0061,0.02,0.02,0.002,0.003
346.32,70.0,0.0,0.0,0.02,0.02,0.002,0.003
