"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
369.5,101.3,0.078,0.205,,+-0.1,+-0.001,+-0.001
366.8,101.3,0.14,0.322,,+-0.1,+-0.001,+-0.001
363.1,101.3,0.209,0.432,,+-0.1,+-0.001,+-0.001
361.1,101.3,0.274,0.527,,+-0.1,+-0.001,+-0.001
359.7,101.3,0.321,0.589,,+-0.1,+-0.001,+-0.001
357.3,101.3,0.385,0.661,,+-0.1,+-0.001,+-0.001
356.3,101.3,0.421,0.7,,+-0.1,+-0.001,+-0.001
354.1,101.3,0.487,0.756,,+-0.1,+-0.001,+-0.001
350.9,101.3,0.588,0.826,,+-0.1,+-0.001,+-0.001
347.9,101.3,0.658,0.864,,+-0.1,+-0.001,+-0.001
344.5,101.3,0.787,0.927,,+-0.1,+-0.001,+-0.001
342.7,101.3,0.859,0.951,,+-0.1,+-0.001,+-0.001
340.9,101.3,0.917,0.974,,+-0.1,+-0.001,+-0.001
