"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
323,14.71,,0.9574,0.02,,,
323,14.93,0.2628,,0.02,,,
323,17.06,0.2932,0.96,0.02,,,
323,19.01,0.3289,0.9553,0.02,,,
323,20.96,0.3569,0.9631,0.02,,,
323,21.57,0.3614,0.9627,0.02,,,
323,22.95,0.3881,0.9557,0.02,,,
323,23.4,0.3996,0.9458,0.02,,,
323,25.06,0.4188,0.9404,0.02,,,
323,26.0,0.4529,0.9309,0.02,,,
323,28.81,0.4868,0.9189,0.02,,,
323,30.04,0.5068,0.9103,0.02,,,
323,31.67,0.538,0.8922,0.02,,,
323,32.86,0.5713,,0.02,,,
323,33.26,0.5815,,0.02,,,
323,33.33,0.5879,0.8697,0.02,,,
323,33.89,0.5978,,0.02,,,
323,34.29,0.6172,,0.02,,,
323,34.3,,0.8531,0.02,,,
323,34.84,0.653,,0.02,,,
323,35.04,0.6779,0.8326,0.02,,,
323,35.2,,0.8237,0.02,,,
323,35.5,0.6874,0.8033,0.02,,,
323,35.52,,0.8114,0.02,,,
323,35.73,,0.8064,0.02,,,
323,35.72,,0.7993,0.02,,,
323,35.72,,0.7993,0.02,,,
323,35.75,,0.7967,0.02,,,
323,35.84,,0.7833,0.02,,,
323,35.91,,0.7709,0.02,,,
