"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
-11.75,0.0143,0.2534,,,,,
-7.18,0.0193,0.2534,,,,,
-2.81,0.02564,0.2534,,,,,
1.61,0.03426,0.2534,,,,,
6.34,0.04606,0.2534,,,,,
