"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
80.1,744,1.0,1.0,0.1,,,
80.0,744,0.958,0.934,0.1,,,
79.9,744,0.882,0.851,0.1,,,
79.75,744,0.775,0.745,0.1,,,
79.7,744,0.721,0.694,0.1,,,
79.55,744,0.621,0.604,0.1,,,
79.5,744,0.565,0.557,0.1,,,
79.45,744,0.516,0.509,0.1,,,
79.45,744,0.483,0.482,0.1,,,
79.45,744,0.478,0.478,0.1,,,
79.45,744,0.335,0.346,0.1,,,
79.5,744,0.243,0.252,0.1,,,
79.6,744,0.166,0.177,0.1,,,
79.7,744,0.129,0.14,0.1,,,
79.8,744,0.088,0.1,0.1,,,
79.9,744,0.06,0.073,0.1,,,
80.0,744,0.037,0.048,0.1,,,
80.1,744,0.0,0.0,0.1,,,
