"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
401.55,50.0,0.0,0.0,+-0.1,+-0.01,,
401.45,50.0,0.038,0.046,+-0.1,+-0.01,,
401.15,50.0,0.055,0.068,+-0.1,+-0.01,,
400.85,50.0,0.09,0.109,+-0.1,+-0.01,,
400.05,50.0,0.127,0.155,+-0.1,+-0.01,,
399.85,50.0,0.169,0.206,+-0.1,+-0.01,,
399.45,50.0,0.221,0.271,+-0.1,+-0.01,,
398.85,50.0,0.286,0.35,+-0.1,+-0.01,,
398.05,50.0,0.365,0.444,+-0.1,+-0.01,,
397.05,50.0,0.451,0.541,+-0.1,+-0.01,,
396.15,50.0,0.544,0.64,+-0.1,+-0.01,,
395.15,50.0,0.633,0.733,+-0.1,+-0.01,,
394.15,50.0,0.708,0.803,+-0.1,+-0.01,,
393.25,50.0,0.773,0.856,+-0.1,+-0.01,,
392.55,50.0,0.828,0.894,+-0.1,+-0.01,,
391.95,50.0,0.871,0.924,+-0.1,+-0.01,,
391.25,50.0,0.903,0.942,+-0.1,+-0.01,,
390.75,50.0,0.926,0.959,+-0.1,+-0.01,,
390.55,50.0,0.946,0.969,+-0.1,+-0.01,,
390.05,50.0,1.0,1.0,+-0.1,+-0.01,,
