"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
210.0,0.3334,0.0,0.0,+-0.02,+-0.1%,+-0.002,+-0.002
210.0,0.368,0.0207,0.1084,+-0.02,+-0.1%,+-0.002,+-0.002
210.0,0.3939,0.0438,0.1816,+-0.02,+-0.1%,+-0.002,+-0.002
210.0,0.4242,0.076,0.2594,+-0.02,+-0.1%,+-0.002,+-0.002
210.0,0.4397,0.0932,0.2931,+-0.02,+-0.1%,+-0.002,+-0.002
210.0,0.4786,0.1584,0.3772,+-0.02,+-0.1%,+-0.002,+-0.002
210.0,0.4915,0.1867,0.4076,+-0.02,+-0.1%,+-0.002,+-0.002
210.0,0.514,0.2572,0.4576,+-0.02,+-0.1%,+-0.002,+-0.002
210.0,0.5282,0.3198,0.4928,+-0.02,+-0.1%,+-0.002,+-0.002
210.0,0.5414,,0.5388,+-0.02,+-0.1%,+-0.002,+-0.002
210.0,0.5455,0.481,0.552,+-0.02,+-0.1%,+-0.002,+-0.002
210.0,0.5447,0.6918,0.6085,+-0.02,+-0.1%,+-0.002,+-0.002
210.0,0.541,0.7485,0.6287,+-0.02,+-0.1%,+-0.002,+-0.002
