"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
278.29,2.109,0.3983,,0.02,0.005,0.001,0.001
283.26,2.354,0.3983,,0.02,0.005,0.001,0.001
293.16,2.889,0.3983,,0.02,0.005,0.001,0.001
303.23,3.499,0.3983,,0.02,0.005,0.001,0.001
313.39,4.169,0.3983,,0.02,0.005,0.001,0.001
323.18,4.854,0.3983,,0.02,0.005,0.001,0.001
333.13,5.589,0.3983,,0.02,0.005,0.001,0.001
343.25,6.349,0.3983,,0.02,0.005,0.001,0.001
353.64,7.154,0.3983,,0.02,0.005,0.001,0.001
363.74,7.924,0.3983,,0.02,0.005,0.001,0.001
373.66,8.684,0.3983,,0.02,0.005,0.001,0.001
383.78,9.409,0.3983,,0.02,0.005,0.001,0.001
393.75,10.096,0.3983,,0.02,0.005,0.001,0.001
403.6,10.714,0.3983,,0.02,0.005,0.001,0.001
413.67,11.264,0.3983,,0.02,0.005,0.001,0.001
423.64,11.729,0.3983,,0.02,0.005,0.001,0.001
433.52,12.089,0.3983,,0.02,0.005,0.001,0.001
443.55,13.325,0.3983,,0.02,0.005,0.001,0.001
453.54,12.39,0.3983,,0.02,0.005,0.001,0.001
463.54,12.205,0.3983,,0.02,0.005,0.001,0.001
473.52,11.735,0.3983,,0.02,0.005,0.001,0.001
481.99,11.162,0.3983,,0.02,0.005,0.001,0.001
