"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
63.762,101.325,0.0095,0.0368,,,,
62.886,101.325,0.0206,0.0776,,,,
62.361,101.325,0.0285,0.1023,,,,
61.845,101.325,0.036,0.1257,,,,
60.964,101.325,0.0495,0.1654,,,,
60.97,101.325,0.0505,0.1665,,,,
60.418,101.325,0.0595,0.19,,,,
59.559,101.325,0.0763,0.2283,,,,
59.091,101.325,0.0851,0.2488,,,,
58.406,101.325,0.1016,0.2792,,,,
57.596,101.325,0.1214,0.3144,,,,
57.2,101.325,0.1331,0.332,,,,
55.97,101.325,0.1743,0.3845,,,,
55.336,101.325,0.2006,0.4133,,,,
54.685,101.325,0.2313,0.4408,,,,
54.369,101.325,0.247,0.453,,,,
53.703,101.325,0.2896,0.486,,,,
53.102,101.325,0.3388,0.5153,,,,
52.77,101.325,0.3678,0.532,,,,
52.248,101.325,0.428,0.562,,,,
51.99,101.325,0.461,0.579,,,,
51.46,101.325,0.5651,0.627,,,,
51.232,101.325,0.6781,0.6804,,,,
51.28,101.325,0.714,0.6955,,,,
51.412,101.325,0.797,0.7432,,,,
51.618,101.325,0.833,0.765,,,,
52.306,101.325,0.9248,0.8485,,,,
53.517,101.325,0.979,0.931,,,,
