"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
81.0,760,0.053,0.1,0.1,,0.005,0.005
80.0,760,0.1,0.16,0.1,,0.005,0.005
79.3,760,0.14,0.213,0.1,,0.005,0.005
78.6,760,0.18,0.26,0.1,,0.005,0.005
78.1,760,0.213,0.3,0.1,,0.005,0.005
77.4,760,0.278,0.357,0.1,,0.005,0.005
76.9,760,0.315,0.398,0.1,,0.005,0.005
76.3,760,0.388,0.468,0.1,,0.005,0.005
75.8,760,0.493,0.543,0.1,,0.005,0.005
75.4,760,0.568,0.598,0.1,,0.005,0.005
75.3,760,0.595,0.618,0.1,,0.005,0.005
75.2,760,0.7,0.7,0.1,,0.005,0.005
75.2,760,0.758,0.75,0.1,,0.005,0.005
75.3,760,0.795,0.783,0.1,,0.005,0.005
75.5,760,0.86,0.843,0.1,,0.005,0.005
76.0,760,0.938,0.928,0.1,,0.005,0.005
