"T, deg.F","P, psi",X,Y,T Err,P Err,X Err,Y Err
-40.0,100.0,0.9583,0.00044,,,,
-40.0,200.0,0.918,0.00039,,,,
-40.0,400.0,0.8412,0.00038,,,,
-40.0,600.0,0.7773,0.00041,,,,
-40.0,800.0,0.7169,0.00045,,,,
-40.0,1000.0,0.6594,0.000505,,,,
-40.0,1250.0,0.6025,0.00059,,,,
-40.0,1500.0,0.5455,0.000704,,,,
-40.0,1750.0,0.4875,0.000843,,,,
-40.0,2000.0,0.4444,0.00102,,,,
-40.0,2250.0,0.3999,0.0014,,,,
-40.0,2500.0,0.3631,0.00189,,,,
-40.0,2750.0,0.329,0.00264,,,,
-40.0,3000.0,0.2806,0.00375,,,,
-40.0,3250.0,0.2579,0.00701,,,,
-40.0,3500.0,0.1934,0.01121,,,,
