"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
313.15,0.146,0.017,0.994,+-0.02,+-0.001,+-0.001,
313.15,0.323,0.032,0.995,+-0.02,+-0.001,+-0.001,
313.15,0.345,0.035,0.995,+-0.02,+-0.001,+-0.001,
313.15,0.393,0.04,0.996,+-0.02,+-0.001,+-0.001,
313.15,0.543,0.058,0.997,+-0.02,+-0.001,+-0.001,
313.15,0.562,0.059,0.997,+-0.02,+-0.001,+-0.001,
313.15,0.652,0.07,0.997,+-0.02,+-0.001,+-0.001,
313.15,0.773,0.088,0.998,+-0.02,+-0.001,+-0.001,
313.15,0.834,0.094,0.998,+-0.02,+-0.001,+-0.001,
313.15,0.855,0.098,0.999,+-0.02,+-0.001,+-0.001,
313.15,1.107,0.135,0.999,+-0.02,+-0.001,+-0.001,
313.15,1.24,0.154,0.999,+-0.02,+-0.001,+-0.001,
