"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
398.86,101.3,0.0,0.0,0.03,,+-0.002,+-0.002
383.95,101.3,0.09,0.396,0.03,,+-0.002,+-0.002
380.0,101.3,0.139,0.484,0.03,,+-0.002,+-0.002
379.14,101.3,0.159,0.505,0.03,,+-0.002,+-0.002
377.62,101.3,0.193,0.539,0.03,,+-0.002,+-0.002
375.25,101.3,0.277,0.588,0.03,,+-0.002,+-0.002
374.32,101.3,0.325,0.614,0.03,,+-0.002,+-0.002
372.78,101.3,0.426,0.655,0.03,,+-0.002,+-0.002
372.26,101.3,0.477,0.673,0.03,,+-0.002,+-0.002
371.88,101.3,0.519,0.686,0.03,,+-0.002,+-0.002
371.43,101.3,0.598,0.712,0.03,,+-0.002,+-0.002
371.37,101.3,0.611,0.715,0.03,,+-0.002,+-0.002
371.22,101.3,0.639,0.726,0.03,,+-0.002,+-0.002
371.14,101.3,0.653,0.73,0.03,,+-0.002,+-0.002
371.02,101.3,0.68,0.741,0.03,,+-0.002,+-0.002
370.87,101.3,0.759,0.778,0.03,,+-0.002,+-0.002
370.86,101.3,0.828,0.814,0.03,,+-0.002,+-0.002
370.99,101.3,0.877,0.849,0.03,,+-0.002,+-0.002
371.34,101.3,0.924,0.894,0.03,,+-0.002,+-0.002
372.02,101.3,0.97,0.952,0.03,,+-0.002,+-0.002
372.68,101.3,1.0,1.0,0.03,,+-0.002,+-0.002
