"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
383.0,3.957,0.0,0.0,0.002,+-0.003,+-0.002,+-0.002
383.0,3.936,0.065,0.057,0.002,+-0.003,+-0.002,+-0.002
383.0,3.928,0.122,0.121,0.002,+-0.003,+-0.002,+-0.002
383.0,3.926,0.157,0.157,0.002,+-0.003,+-0.002,+-0.002
383.0,3.932,0.205,0.21,0.002,+-0.003,+-0.002,+-0.002
383.0,3.991,0.318,0.332,0.002,+-0.003,+-0.002,+-0.002
383.0,4.081,0.4,0.421,0.002,+-0.003,+-0.002,+-0.002
383.0,4.166,0.454,0.479,0.002,+-0.003,+-0.002,+-0.002
383.0,4.632,0.646,0.673,0.002,+-0.003,+-0.002,+-0.002
383.0,4.735,0.678,0.703,0.002,+-0.003,+-0.002,+-0.002
383.0,4.813,0.696,0.717,0.002,+-0.003,+-0.002,+-0.002
