"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
-30.0,20.0,0.01,0.275,+-0.02,+-0.2,,
-30.0,30.0,0.031,0.463,+-0.02,+-0.3,,
-30.0,40.0,0.052,0.551,+-0.02,+-0.2,,
-30.0,50.0,0.08,0.609,+-0.02,+-0.2,,
-30.0,60.0,0.104,0.644,+-0.02,+-0.2,,
-30.0,70.0,0.14,0.671,+-0.02,+-0.2,,
-30.0,80.0,0.162,0.693,+-0.02,+-0.3,,
-30.0,90.0,0.191,0.689,+-0.02,+-0.3,,
-30.0,100.0,0.236,0.694,+-0.02,+-0.3,,
-30.0,110.0,0.266,0.682,+-0.02,+-0.4,,
-30.0,120.0,0.306,0.671,+-0.02,+-0.4,,
