"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
417.72,1.24,0.705,,+-0.05,+-0.01,0.001,
429.58,1.57,0.705,,+-0.05,+-0.01,0.001,
438.94,1.86,0.705,,+-0.05,+-0.01,0.001,
451.02,2.275,0.705,,+-0.05,+-0.01,0.001,
458.36,2.54,0.705,,+-0.05,+-0.01,0.001,
468.63,2.935,0.705,,+-0.05,+-0.01,0.001,
479.07,3.352,0.705,,+-0.05,+-0.01,0.001,
488.76,3.757,0.705,,+-0.05,+-0.01,0.001,
499.15,4.168,0.705,,+-0.05,+-0.01,0.001,
508.95,4.533,0.705,,+-0.05,+-0.01,0.001,
516.61,4.713,0.705,,+-0.05,+-0.01,0.001,
519.61,4.648,0.705,,+-0.05,+-0.01,0.001,
520.5,4.58,0.705,,+-0.05,+-0.01,0.001,
