"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
30,58.4,0.0,0.0,+- 0.002,0.02%,,
30,110.73,0.05,0.4842,+- 0.002,0.02%,,
30,115.22,0.1,0.5075,+- 0.002,0.02%,,
30,117.48,0.15,0.5198,+- 0.002,0.02%,,
30,118.77,0.2,0.5275,+- 0.002,0.02%,,
30,120.15,0.3,0.5374,+- 0.002,0.02%,,
30,120.7,0.4,0.5432,+- 0.002,0.02%,,
30,121.23,0.5,0.5506,+- 0.002,0.02%,,
30,121.23,0.6,0.5582,+- 0.002,0.02%,,
30,120.76,0.7,0.5715,+- 0.002,0.02%,,
30,118.95,0.8,0.5919,+- 0.002,0.02%,,
30,116.08,0.85,0.618,+- 0.002,0.02%,,
30,110.81,0.9,0.6628,+- 0.002,0.02%,,
30,101.38,0.95,0.7446,+- 0.002,0.02%,,
30,78.54,1.0,1.0,+- 0.002,0.02%,,
