"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
25,151.6,0.0,,+-0.01,,,
25,157.5,0.006,,+-0.01,,,
25,159.3,0.024,,+-0.01,,,
25,159.8,0.052,,+-0.01,,,
25,159.4,0.105,,+-0.01,,,
25,158.6,0.151,,+-0.01,,,
25,157.9,0.194,,+-0.01,,,
25,157.2,0.232,,+-0.01,,,
25,155.7,0.316,,+-0.01,,,
25,154.5,0.383,,+-0.01,,,
25,153.0,0.439,,+-0.01,,,
25,151.7,0.485,,+-0.01,,,
25,150.6,0.51,,+-0.01,,,
25,150.1,0.524,,+-0.01,,,
25,149.6,0.548,,+-0.01,,,
25,148.1,0.57,,+-0.01,,,
25,147.7,0.593,,+-0.01,,,
25,144.9,0.646,,+-0.01,,,
25,139.6,0.709,,+-0.01,,,
25,130.5,0.785,,+-0.01,,,
25,124.1,0.819,,+-0.01,,,
25,114.9,0.856,,+-0.01,,,
25,101.9,0.897,,+-0.01,,,
25,80.6,0.941,,+-0.01,,,
25,63.2,0.964,,+-0.01,,,
25,38.9,0.987,,+-0.01,,,
25,20.9,1.0,,+-0.01,,,
