"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
303.15,6.135,0.0,,+-0.005,+-0.006,,
303.15,7.342,0.0502,,+-0.005,+-0.006,,
303.15,8.574,0.1377,,+-0.005,+-0.006,,
303.15,9.086,0.1993,,+-0.005,+-0.006,,
303.15,9.413,0.2614,,+-0.005,+-0.006,,
303.15,9.645,0.3277,,+-0.005,+-0.006,,
303.15,9.779,0.3809,,+-0.005,+-0.006,,
303.15,9.855,0.4374,,+-0.005,+-0.006,,
303.15,9.921,0.4855,,+-0.005,+-0.006,,
303.15,9.949,0.5274,,+-0.005,+-0.006,,
303.15,9.959,0.565,,+-0.005,+-0.006,,
303.15,9.959,0.5973,,+-0.005,+-0.006,,
303.15,9.938,0.6472,,+-0.005,+-0.006,,
303.15,9.885,0.7119,,+-0.005,+-0.006,,
303.15,9.721,0.7874,,+-0.005,+-0.006,,
303.15,9.545,0.8326,,+-0.005,+-0.006,,
303.15,9.261,0.8822,,+-0.005,+-0.006,,
303.15,8.966,0.9187,,+-0.005,+-0.006,,
303.15,7.797,1.0,,+-0.005,+-0.006,,
