"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
323.15,35.477,0.0,,+-0.1,0.015,0.0003,
323.15,33.537,0.0595,,+-0.1,0.015,0.0003,
323.15,30.038,0.1775,,+-0.1,0.015,0.0003,
323.15,27.092,0.2882,,+-0.1,0.015,0.0003,
323.15,26.92,0.2969,,+-0.1,0.015,0.0003,
323.15,23.805,0.4158,,+-0.1,0.015,0.0003,
323.15,21.454,0.4969,,+-0.1,0.015,0.0003,
323.15,18.139,0.6107,,+-0.1,0.015,0.0003,
323.15,17.936,0.615,,+-0.1,0.015,0.0003,
323.15,12.263,0.771,,+-0.1,0.015,0.0003,
323.15,6.885,0.8946,,+-0.1,0.015,0.0003,
323.15,4.529,0.9391,,+-0.1,0.015,0.0003,
323.15,0.713,1.0,,+-0.1,0.015,0.0003,
