"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
93,2.494,0.175,0.9859,+-0.1,+-0.25%,,
93,4.199,0.307,0.9873,+-0.1,+-0.25%,,
93,5.868,0.4109,0.9888,+-0.1,+-0.25%,,
93,7.97,0.5392,0.9867,+-0.1,+-0.25%,,
93,9.362,0.6303,0.9858,+-0.1,+-0.25%,,
93,11.351,0.7313,0.9789,+-0.1,+-0.25%,,
93,12.668,0.7985,0.971,+-0.1,+-0.25%,,
93,14.219,0.8682,0.9528,+-0.1,+-0.25%,,
