"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
354.85,100,0.0,0.0,+-0.1,+-0.1,0.001,0.001
354.75,100,0.008,0.012,+-0.1,+-0.1,0.001,0.001
354.65,100,0.016,0.023,+-0.1,+-0.1,0.001,0.001
354.55,100,0.03,0.041,+-0.1,+-0.1,0.001,0.001
354.45,100,0.054,0.067,+-0.1,+-0.1,0.001,0.001
354.35,100,0.084,0.094,+-0.1,+-0.1,0.001,0.001
354.25,100,0.12,0.121,+-0.1,+-0.1,0.001,0.001
354.25,100,0.164,0.145,+-0.1,+-0.1,0.001,0.001
354.45,100,0.219,0.171,+-0.1,+-0.1,0.001,0.001
354.65,100,0.278,0.19,+-0.1,+-0.1,0.001,0.001
354.95,100,0.339,0.203,+-0.1,+-0.1,0.001,0.001
355.35,100,0.394,0.215,+-0.1,+-0.1,0.001,0.001
355.75,100,0.44,0.226,+-0.1,+-0.1,0.001,0.001
356.15,100,0.506,0.231,+-0.1,+-0.1,0.001,0.001
356.55,100,0.552,0.242,+-0.1,+-0.1,0.001,0.001
356.95,100,0.6,0.247,+-0.1,+-0.1,0.001,0.001
357.55,100,0.65,0.253,+-0.1,+-0.1,0.001,0.001
358.15,100,0.691,0.262,+-0.1,+-0.1,0.001,0.001
358.75,100,0.755,0.277,+-0.1,+-0.1,0.001,0.001
359.95,100,0.798,0.296,+-0.1,+-0.1,0.001,0.001
363.25,100,0.879,0.353,+-0.1,+-0.1,0.001,0.001
368.25,100,0.923,0.427,+-0.1,+-0.1,0.001,0.001
371.15,100,0.941,0.482,+-0.1,+-0.1,0.001,0.001
374.75,100,0.955,0.54,+-0.1,+-0.1,0.001,0.001
379.05,100,0.97,0.626,+-0.1,+-0.1,0.001,0.001
383.35,100,0.981,0.721,+-0.1,+-0.1,0.001,0.001
387.85,100,0.992,0.85,+-0.1,+-0.1,0.001,0.001
390.75,100,0.996,0.921,+-0.1,+-0.1,0.001,0.001
394.15,100,1.0,1.0,+-0.1,+-0.1,0.001,0.001
