"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
278.2,1.217,0.652,,0.02,0.0005,0.001,0.001
283.34,1.347,0.652,,0.02,0.0005,0.001,0.001
293.35,1.657,0.652,,0.02,0.0005,0.001,0.001
313.24,2.362,0.652,,0.02,0.0005,0.001,0.001
323.25,2.747,0.652,,0.02,0.0005,0.001,0.001
343.23,3.592,0.652,,0.02,0.0005,0.001,0.001
363.8,4.538,0.652,,0.02,0.0005,0.001,0.001
383.7,5.483,0.652,,0.02,0.0005,0.001,0.001
403.58,6.423,0.652,,0.02,0.0005,0.001,0.001
413.5,6.908,0.652,,0.02,0.0005,0.001,0.001
433.44,7.748,0.652,,0.02,0.0005,0.001,0.001
453.32,8.464,0.652,,0.02,0.0005,0.001,0.001
468.11,8.824,0.652,,0.02,0.0005,0.001,0.001
477.93,8.676,0.652,,0.02,0.0005,0.001,0.001
482.97,8.412,0.652,,0.02,0.0005,0.001,0.001
484.5,8.241,0.652,,0.02,0.0005,0.001,0.001
485.08,8.182,0.652,,0.02,0.0005,0.001,0.001
