"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
364.24,30.0,1.0,1.0,0.02,0.02,0.002,0.003
360.48,30.0,0.9225,0.796,0.02,0.02,0.002,0.003
355.46,30.0,0.8092,0.5738,0.02,0.02,0.002,0.003
351.48,30.0,0.7179,0.4365,0.02,0.02,0.002,0.003
348.26,30.0,0.6299,0.3283,0.02,0.02,0.002,0.003
344.73,30.0,0.5351,0.2327,0.02,0.02,0.002,0.003
341.35,30.0,0.4381,0.1543,0.02,0.02,0.002,0.003
337.89,30.0,0.3342,0.0899,0.02,0.02,0.002,0.003
335.81,30.0,0.2682,0.059,0.02,0.02,0.002,0.003
331.03,30.0,0.1205,0.0149,0.02,0.02,0.002,0.003
329.47,30.0,0.0659,0.0062,0.02,0.02,0.002,0.003
327.87,30.0,0.0,0.0,0.02,0.02,0.002,0.003
