"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
323.15,18.91,0.0,0.0,+-0.01,+-0.013,,
323.15,26.26,0.192,0.408,+-0.01,+-0.013,,
323.15,30.49,0.312,0.566,+-0.01,+-0.013,,
323.15,33.9,0.417,0.633,+-0.01,+-0.013,,
323.15,36.57,0.502,0.725,+-0.01,+-0.013,,
323.15,38.14,0.555,0.76,+-0.01,+-0.013,,
323.15,39.84,0.61,0.795,+-0.01,+-0.013,,
323.15,40.34,0.631,0.808,+-0.01,+-0.013,,
323.15,41.67,0.674,0.834,+-0.01,+-0.013,,
323.15,42.04,0.688,0.842,+-0.01,+-0.013,,
323.15,43.33,0.732,0.866,+-0.01,+-0.013,,
323.15,48.84,0.925,0.965,+-0.01,+-0.013,,
323.15,50.94,1.0,1.0,+-0.01,+-0.013,,
