"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
323.15,11.12,0.0,0.0,+-0.01,+-0.007,+-0.001,+-0.001
323.15,26.38,0.061,0.52,+-0.01,+-0.007,+-0.001,+-0.001
323.15,32.04,0.106,0.62,+-0.01,+-0.007,+-0.001,+-0.001
323.15,37.97,0.164,0.68,+-0.01,+-0.007,+-0.001,+-0.001
323.15,41.6,0.198,0.716,+-0.01,+-0.007,+-0.001,+-0.001
323.15,47.06,0.265,0.759,+-0.01,+-0.007,+-0.001,+-0.001
323.15,53.63,0.41,0.823,+-0.01,+-0.007,+-0.001,+-0.001
323.15,54.46,0.449,0.832,+-0.01,+-0.007,+-0.001,+-0.001
323.15,55.67,0.533,0.851,+-0.01,+-0.007,+-0.001,+-0.001
323.15,56.63,0.674,0.869,+-0.01,+-0.007,+-0.001,+-0.001
323.15,57.15,0.728,0.88,+-0.01,+-0.007,+-0.001,+-0.001
323.15,57.29,0.79,0.89,+-0.01,+-0.007,+-0.001,+-0.001
323.15,57.72,0.87,0.9,+-0.01,+-0.007,+-0.001,+-0.001
323.15,57.89,0.915,0.913,+-0.01,+-0.007,+-0.001,+-0.001
323.15,54.9,1.0,1.0,+-0.01,+-0.007,+-0.001,+-0.001
