"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
65,2.374,0.1686,0.9956,+-0.1,+-0.25%,,
65,4.073,0.2894,,+-0.1,+-0.25%,,
65,4.082,0.2928,0.996,+-0.1,+-0.25%,,
65,7.288,0.5263,,+-0.1,+-0.25%,,
65,7.995,0.5804,0.9913,+-0.1,+-0.25%,,
65,8.266,0.605,0.9929,+-0.1,+-0.25%,,
65,8.301,0.6117,,+-0.1,+-0.25%,,
65,9.355,0.6921,,+-0.1,+-0.25%,,
65,9.284,0.6985,0.9879,+-0.1,+-0.25%,,
65,10.658,0.8196,,+-0.1,+-0.25%,,
65,10.617,0.8352,0.983,+-0.1,+-0.25%,,
65,10.783,0.8652,,+-0.1,+-0.25%,,
