"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
333.15,55.238,0.0,0.0,,,0.0005,333.15
333.15,56.516,0.034,0.0556,,,0.0005,333.15
333.15,58.585,0.0906,0.1408,,,0.0005,333.15
333.15,61.538,0.1697,0.2521,,,0.0005,333.15
333.15,65.147,0.2683,0.3751,,,0.0005,333.15
333.15,66.988,0.3165,0.4297,,,0.0005,333.15
333.15,70.955,0.4268,0.5465,,,0.0005,333.15
333.15,75.31,0.5502,0.6628,,,0.0005,333.15
333.15,79.092,0.6573,0.7496,,,0.0005,333.15
333.15,82.428,0.7541,0.829,,,0.0005,333.15
333.15,85.704,0.8498,0.8861,,,0.0005,333.15
333.15,88.011,0.9179,0.9453,,,0.0005,333.15
333.15,89.913,0.9715,0.9774,,,0.0005,333.15
333.15,90.888,1.0,1.0,,,0.0005,333.15
