"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
111.2,200,0.059,0.013,,,,
113.2,200,0.149,0.04,,,,
117.7,200,0.25,0.143,,,,
119.3,200,0.31,0.231,,,,
119.6,200,0.335,0.276,,,,
120.1,200,0.342,0.283,,,,
120.4,200,0.361,0.323,,,,
120.6,200,0.427,0.48,,,,
118.8,200,0.469,0.609,,,,
117.0,200,0.5,0.695,,,,
115.0,200,0.529,0.763,,,,
108.2,200,0.591,0.873,,,,
106.3,200,0.603,0.895,,,,
103.1,200,0.63,0.924,,,,
93.1,200,0.701,0.979,,,,
88.2,200,0.736,0.983,,,,
85.5,200,0.757,0.993,,,,
80.8,200,0.791,0.996,,,,
77.8,200,0.816,0.997,,,,
76.7,200,0.827,0.999,,,,
71.5,200,0.871,0.999,,,,
67.1,200,0.918,0.999,,,,
