"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
104.2,1.407,0.3334,0.9808,+-0.2,+-0.02,+-0.002,+-0.0003
104.0,2.151,0.5052,0.9853,+-0.2,+-0.02,+-0.002,+-0.0003
103.9,2.951,0.6945,0.9881,+-0.2,+-0.02,+-0.002,+-0.0003
103.7,3.634,0.8561,0.9896,+-0.2,+-0.02,+-0.002,+-0.0003
