"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
75.0,3.331,1.0,1.0,+-0.1,+-0.2%,,
75.0,3.35,0.998,0.997,+-0.1,+-0.2%,,
75.0,3.445,0.971,0.949,+-0.1,+-0.2%,,
75.0,3.612,0.894,0.852,+-0.1,+-0.2%,,
75.0,3.758,0.792,0.761,+-0.1,+-0.2%,,
75.0,3.78,0.774,0.751,+-0.1,+-0.2%,,
75.0,3.78,0.772,0.749,+-0.1,+-0.2%,,
75.0,3.818,0.7,0.686,+-0.1,+-0.2%,,
75.0,3.829,0.683,0.672,+-0.1,+-0.2%,,
75.0,3.843,0.659,0.659,+-0.1,+-0.2%,,
