"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
66.02,380,1.0,1.0,,,,
64.9,380,0.9285,0.8935,,,,
64.64,380,0.8935,0.851,,,,
64.56,380,0.8865,0.8435,,,,
64.51,380,0.876,0.863,,,,
64.24,380,0.853,0.81,,,,
63.99,380,0.798,0.76,,,,
63.96,380,0.7565,0.728,,,,
63.96,380,0.745,0.72,,,,
63.91,380,0.693,0.6875,,,,
63.93,380,0.6715,0.674,,,,
63.9,380,0.6585,0.6685,,,,
63.95,380,0.5865,0.6335,,,,
64.18,380,0.4765,0.596,,,,
64.6,380,0.3915,0.57,,,,
64.61,380,0.335,0.5625,,,,
64.98,380,0.268,0.549,,,,
65.02,380,0.262,0.5465,,,,
65.31,380,0.1765,0.5365,,,,
65.59,380,0.1305,0.5255,,,,
66.25,380,0.077,0.51,,,,
67.76,380,0.0605,0.4565,,,,
70.12,380,0.041,0.3905,,,,
79.2,380,0.0065,0.0925,,,,
81.68,380,0.0,0.0,,,,
