"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
311.09,0.777,0.0069,0.471,+- 0.02,,+- 0.002,+- 0.002
311.09,1.524,0.0204,0.697,+- 0.02,,+- 0.002,+- 0.002
311.09,2.67,0.0408,0.8042,+- 0.02,,+- 0.002,+- 0.002
311.09,3.65,0.058,0.842,+- 0.02,,+- 0.002,+- 0.002
311.09,4.593,0.0747,0.8624,+- 0.02,,+- 0.002,+- 0.002
311.09,5.611,0.0924,0.8762,+- 0.02,,+- 0.002,+- 0.002
311.09,6.611,0.1097,0.8846,+- 0.02,,+- 0.002,+- 0.002
311.09,7.562,0.1257,0.8898,+- 0.02,,+- 0.002,+- 0.002
311.09,8.585,0.1439,0.8931,+- 0.02,,+- 0.002,+- 0.002
311.09,9.541,0.1604,0.895,+- 0.02,,+- 0.002,+- 0.002
311.09,10.738,0.1811,0.8958,+- 0.02,,+- 0.002,+- 0.002
311.09,11.983,0.201,0.8973,+- 0.02,,+- 0.002,+- 0.002
311.09,13.119,0.2122,0.8952,+- 0.02,,+- 0.002,+- 0.002
311.09,14.024,0.237,0.8933,+- 0.02,,+- 0.002,+- 0.002
311.09,14.9,0.2521,0.8909,+- 0.02,,+- 0.002,+- 0.002
311.09,15.785,0.2678,0.8876,+- 0.02,,+- 0.002,+- 0.002
