"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
348.15,46.919,0.0,0.0,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,46.419,0.0287,0.3356,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,44.791,0.0401,0.4346,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,42.727,0.0596,0.5223,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,41.469,0.1021,0.6383,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,39.918,0.1291,0.6725,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,37.538,0.1665,0.7132,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,33.097,0.2174,0.7541,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,29.157,0.309,0.8082,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,26.155,0.4768,0.8542,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,23.483,0.581,0.8785,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,21.212,0.6914,0.898,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,16.921,0.763,0.9121,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,14.718,0.8784,0.9437,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,13.217,0.9705,0.9842,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,9.957,1.0,1.0,+-0.02,+-0.0007,+-0.002,+-0.002
