"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
79.9,760,0.03,0.13,0.1,,0.005,0.005
78.0,760,0.042,0.195,0.1,,0.005,0.005
76.7,760,0.073,0.233,0.1,,0.005,0.005
74.1,760,0.113,0.315,0.1,,0.005,0.005
72.6,760,0.152,0.36,0.1,,0.005,0.005
70.9,760,0.283,0.436,0.1,,0.005,0.005
70.5,760,0.345,0.452,0.1,,0.005,0.005
70.2,760,0.425,0.478,0.1,,0.005,0.005
70.1,760,0.488,0.498,0.1,,0.005,0.005
70.2,760,0.598,0.535,0.1,,0.005,0.005
70.8,760,0.705,0.582,0.1,,0.005,0.005
71.4,760,0.765,0.628,0.1,,0.005,0.005
72.1,760,0.817,0.67,0.1,,0.005,0.005
74.7,760,0.923,0.817,0.1,,0.005,0.005
75.7,760,0.948,0.865,0.1,,0.005,0.005
77.3,760,0.978,0.945,0.1,,0.005,0.005
