"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
618.09,15.536,0.0,0.0,0.1,,+-0.005,+-0.005
617.68,16.273,0.016,,0.1,,+-0.005,+-0.005
617.48,16.371,0.0211,0.0345,0.1,,+-0.005,+-0.005
617.94,16.705,0.026,0.0463,0.1,,+-0.005,+-0.005
617.74,17.654,0.034,0.0585,0.1,,+-0.005,+-0.005
618.64,17.629,0.0357,0.0495,0.1,,+-0.005,+-0.005
618.77,17.919,0.0486,,0.1,,+-0.005,+-0.005
617.76,18.643,0.057,0.0714,0.1,,+-0.005,+-0.005
618.66,19.263,,0.0796,0.1,,+-0.005,+-0.005
618.15,20.436,0.0741,,0.1,,+-0.005,+-0.005
